time,temperature_2m,relative_humidity_2m,wind_speed_10m,wind_direction_10m,pressure_msl,precipitation
2024-01-01T00:00,6.2,100,4.9,306,1018.6,0.0
2024-01-01T01:00,9.7,91,3.8,343,1019.8,0.0
2024-01-01T02:00,9.9,90,3.6,354,1020.2,0.0
2024-01-01T03:00,10.8,87,4.7,351,1020.8,0.0
2024-01-01T04:00,11.9,80,5.8,353,1021.3,0.0
2024-01-01T05:00,13.0,72,4.5,346,1021.3,0.0
2024-01-01T06:00,14.0,69,3.4,328,1020.4,0.0
2024-01-01T07:00,15.1,66,3.8,311,1019.1,0.0
2024-01-01T08:00,15.9,64,5.2,304,1018.0,0.0
2024-01-01T09:00,16.4,62,6.4,308,1017.1,0.0
2024-01-01T10:00,16.5,62,8.2,311,1016.6,0.0
2024-01-01T11:00,15.9,65,8.2,319,1016.4,0.0
2024-01-01T12:00,13.2,79,6.6,319,1016.5,0.0
2024-01-01T13:00,10.8,88,6.1,320,1018.2,0.0
2024-01-01T14:00,9.8,92,6.1,310,1018.8,0.0
2024-01-01T15:00,9.0,93,6.5,304,1019.2,0.0
2024-01-01T16:00,8.2,95,5.9,308,1019.4,0.0
2024-01-01T17:00,7.4,96,5.6,310,1019.5,0.0
2024-01-01T18:00,6.8,97,5.6,310,1019.1,0.0
2024-01-01T19:00,6.1,98,6.4,313,1018.9,0.0
2024-01-01T20:00,5.6,99,6.6,315,1018.3,0.0
2024-01-01T21:00,5.3,99,6.1,310,1018.2,0.0
2024-01-01T22:00,4.9,100,6.0,303,1018.0,0.0
2024-01-01T23:00,4.7,100,5.2,304,1017.9,0.0
2024-01-02T00:00,4.4,100,5.4,312,1018.0,0.0
2024-01-02T01:00,7.9,92,6.9,332,1019.1,0.0
2024-01-02T02:00,8.4,91,6.3,336,1020.0,0.0
2024-01-02T03:00,9.2,88,6.6,347,1020.6,0.0
2024-01-02T04:00,9.9,83,4.0,10,1021.3,0.0
2024-01-02T05:00,11.1,76,1.3,34,1021.3,0.0
2024-01-02T06:00,12.2,70,1.1,18,1020.2,0.0
2024-01-02T07:00,13.4,67,1.8,360,1018.8,0.0
2024-01-02T08:00,14.4,65,2.9,353,1017.7,0.0
2024-01-02T09:00,15.1,63,3.5,336,1016.7,0.0
2024-01-02T10:00,15.2,63,5.3,332,1016.2,0.0
2024-01-02T11:00,14.5,65,7.1,336,1016.0,0.0
2024-01-02T12:00,11.7,79,6.3,347,1016.3,0.0
2024-01-02T13:00,9.6,89,6.3,329,1017.7,0.0
2024-01-02T14:00,8.8,92,6.4,322,1018.1,0.0
2024-01-02T15:00,8.0,93,5.9,322,1018.1,0.0
2024-01-02T16:00,6.8,95,8.4,313,1018.4,0.0
2024-01-02T17:00,6.6,95,6.8,302,1018.5,0.0
2024-01-02T18:00,6.2,96,6.1,315,1018.2,0.0
2024-01-02T19:00,5.9,97,6.4,322,1018.1,0.0
2024-01-02T20:00,5.2,99,5.5,337,1018.0,0.0
2024-01-02T21:00,4.4,100,8.2,345,1018.0,0.0
2024-01-02T22:00,4.9,100,6.6,347,1017.6,0.0
2024-01-02T23:00,4.8,100,5.0,339,1017.5,0.0
2024-01-03T00:00,4.7,100,2.4,333,1017.7,0.0
2024-01-03T01:00,6.0,99,4.0,350,1018.7,0.0
2024-01-03T02:00,6.5,99,3.4,18,1019.3,0.0
2024-01-03T03:00,7.4,98,3.3,49,1020.0,0.0
2024-01-03T04:00,8.7,97,3.6,90,1020.7,0.0
2024-01-03T05:00,10.0,95,3.3,139,1020.8,0.0
2024-01-03T06:00,12.4,82,2.2,180,1019.9,0.0
2024-01-03T07:00,14.6,70,1.1,198,1018.7,0.0
2024-01-03T08:00,15.5,67,3.9,326,1017.3,0.0
2024-01-03T09:00,15.9,66,6.4,333,1016.6,0.0
2024-01-03T10:00,15.8,66,6.9,332,1016.4,0.0
2024-01-03T11:00,15.2,68,6.8,328,1016.2,0.0
2024-01-03T12:00,12.5,82,6.9,321,1016.4,0.0
2024-01-03T13:00,11.5,80,11.2,339,1017.3,0.0
2024-01-03T14:00,10.2,87,9.2,339,1017.5,0.0
2024-01-03T15:00,9.2,92,7.4,331,1017.7,0.0
2024-01-03T16:00,8.7,93,6.0,327,1018.0,0.0
2024-01-03T17:00,8.1,95,5.1,315,1018.2,0.0
2024-01-03T18:00,7.7,96,5.6,310,1018.0,0.0
2024-01-03T19:00,7.6,96,6.6,311,1017.8,0.0
2024-01-03T20:00,6.9,97,7.4,309,1017.6,0.0
2024-01-03T21:00,6.5,97,7.0,305,1017.7,0.0
2024-01-03T22:00,6.0,98,6.0,303,1017.6,0.0
2024-01-03T23:00,5.5,98,5.4,312,1017.5,0.0
2024-01-04T00:00,5.1,99,5.6,315,1017.9,0.0
2024-01-04T01:00,8.8,90,4.9,306,1019.1,0.0
2024-01-04T02:00,9.0,90,5.7,305,1019.7,0.0
2024-01-04T03:00,9.8,87,6.6,299,1020.4,0.0
2024-01-04T04:00,11.7,80,7.3,290,1021.1,0.0
2024-01-04T05:00,14.0,72,7.0,291,1021.0,0.0
2024-01-04T06:00,15.8,67,7.1,294,1019.7,0.0
2024-01-04T07:00,17.0,64,4.3,294,1018.3,0.0
2024-01-04T08:00,17.8,61,2.6,326,1017.1,0.0
2024-01-04T09:00,18.0,59,2.9,330,1016.2,0.0
2024-01-04T10:00,18.1,58,3.1,324,1015.9,0.0
2024-01-04T11:00,17.7,59,4.3,318,1015.7,0.0
2024-01-04T12:00,16.0,68,6.9,317,1015.7,0.0
2024-01-04T13:00,13.5,80,8.9,339,1017.3,0.0
2024-01-04T14:00,13.1,81,9.6,340,1017.6,0.0
2024-01-04T15:00,12.3,84,10.7,340,1017.9,0.0
2024-01-04T16:00,10.5,93,10.0,345,1018.0,0.0
2024-01-04T17:00,9.8,95,8.3,342,1018.1,0.0
2024-01-04T18:00,9.0,96,6.1,332,1017.7,0.0
2024-01-04T19:00,8.3,97,5.9,317,1017.4,0.0
2024-01-04T20:00,7.9,98,5.7,305,1017.3,0.0
2024-01-04T21:00,8.2,98,5.8,300,1017.3,0.0
2024-01-04T22:00,9.0,97,6.4,297,1017.2,0.0
2024-01-04T23:00,9.6,96,7.4,309,1017.1,0.0
2024-01-05T00:00,9.9,95,7.1,319,1017.4,0.0
2024-01-05T01:00,10.4,94,6.2,324,1018.6,0.1
2024-01-05T02:00,10.4,94,6.0,327,1019.2,0.0
2024-01-05T03:00,11.0,91,4.6,342,1019.8,0.0
2024-01-05T04:00,11.8,88,3.8,343,1020.5,0.0
2024-01-05T05:00,12.8,84,4.3,336,1020.5,0.0
2024-01-05T06:00,15.1,74,3.0,346,1019.4,0.0
2024-01-05T07:00,16.7,68,0.8,63,1018.0,0.0
2024-01-05T08:00,16.9,65,1.9,112,1016.8,0.0
2024-01-05T09:00,17.1,63,1.8,169,1016.5,0.0
2024-01-05T10:00,17.4,61,1.9,248,1016.2,0.0
2024-01-05T11:00,17.2,60,4.0,297,1016.8,0.0
2024-01-05T12:00,16.1,67,5.6,315,1016.9,0.0
2024-01-05T13:00,11.1,90,6.4,344,1017.9,0.0
2024-01-05T14:00,10.4,92,7.0,339,1018.9,0.0
2024-01-05T15:00,9.6,94,6.4,333,1019.5,0.0
2024-01-05T16:00,8.9,95,6.1,332,1019.8,0.0
2024-01-05T17:00,8.6,96,6.1,332,1019.6,0.0
2024-01-05T18:00,8.0,97,7.1,330,1019.1,0.0
2024-01-05T19:00,7.3,98,8.9,320,1018.9,0.0
2024-01-05T20:00,7.2,99,6.5,304,1018.7,0.0
2024-01-05T21:00,6.5,100,7.0,305,1018.6,0.0
2024-01-05T22:00,7.0,100,5.1,309,1018.3,0.0
2024-01-05T23:00,6.6,100,5.4,312,1018.3,0.0
2024-01-06T00:00,7.4,100,5.2,304,1018.7,0.0
2024-01-06T01:00,9.2,97,6.6,338,1020.0,0.0
2024-01-06T02:00,9.5,97,5.8,330,1020.6,0.0
2024-01-06T03:00,10.7,92,6.0,343,1021.6,0.0
2024-01-06T04:00,11.7,88,6.9,354,1022.4,0.0
2024-01-06T05:00,13.1,81,7.1,336,1022.1,0.0
2024-01-06T06:00,14.6,71,4.7,4,1021.0,0.0
2024-01-06T07:00,15.7,65,5.2,74,1019.6,0.0
2024-01-06T08:00,16.4,61,3.6,96,1018.5,0.0
2024-01-06T09:00,17.2,58,0.8,153,1017.6,0.0
2024-01-06T10:00,17.3,58,1.5,284,1017.3,0.0
2024-01-06T11:00,17.1,60,3.1,324,1017.4,0.0
2024-01-06T12:00,14.8,71,5.2,295,1017.8,0.0
2024-01-06T13:00,12.3,82,4.8,318,1019.4,0.0
2024-01-06T14:00,12.8,81,4.7,274,1020.0,0.0
2024-01-06T15:00,12.7,81,6.9,264,1020.5,0.0
2024-01-06T16:00,12.4,82,6.9,261,1021.0,0.0
2024-01-06T17:00,11.9,84,6.9,276,1020.9,0.0
2024-01-06T18:00,11.8,82,7.8,292,1020.5,0.0
2024-01-06T19:00,11.2,84,7.4,299,1020.1,0.0
2024-01-06T20:00,11.0,84,6.6,299,1019.4,0.0
2024-01-06T21:00,11.0,84,5.9,317,1019.4,0.0
2024-01-06T22:00,10.4,88,6.4,333,1019.3,0.0
2024-01-06T23:00,10.7,87,8.3,342,1019.2,0.0
2024-01-07T00:00,11.1,83,9.0,344,1019.1,0.0
2024-01-07T01:00,6.6,97,5.9,284,1020.4,0.0
2024-01-07T02:00,6.3,98,5.8,277,1021.5,0.0
2024-01-07T03:00,8.6,92,6.2,280,1022.6,0.0
2024-01-07T04:00,11.3,82,3.4,288,1023.4,0.0
2024-01-07T05:00,13.7,74,3.1,306,1023.4,0.0
2024-01-07T06:00,15.3,67,2.2,351,1022.5,0.0
2024-01-07T07:00,16.3,63,2.6,56,1021.1,0.0
2024-01-07T08:00,17.1,61,3.3,77,1019.8,0.0
2024-01-07T09:00,17.6,59,2.9,97,1019.0,0.0
2024-01-07T10:00,17.7,59,2.6,124,1018.4,0.0
2024-01-07T11:00,17.3,60,3.2,153,1018.3,0.0
2024-01-07T12:00,14.1,75,7.3,171,1018.2,0.0
2024-01-07T13:00,11.2,83,5.2,236,1018.7,0.0
2024-01-07T14:00,10.5,87,5.2,236,1019.5,0.0
2024-01-07T15:00,9.4,92,6.7,234,1019.9,0.0
2024-01-07T16:00,8.6,93,6.3,239,1020.1,0.0
2024-01-07T17:00,8.0,94,6.2,249,1020.3,0.0
2024-01-07T18:00,7.5,95,6.1,267,1020.2,0.0
2024-01-07T19:00,6.6,97,6.8,288,1019.8,0.0
2024-01-07T20:00,6.4,97,7.1,300,1019.5,0.0
2024-01-07T21:00,7.2,95,6.4,308,1019.2,0.0
2024-01-07T22:00,6.7,96,6.5,304,1019.3,0.0
2024-01-07T23:00,6.2,98,6.4,297,1019.5,0.0
2024-01-08T00:00,5.6,99,7.8,304,1019.6,0.0
2024-01-08T01:00,6.2,99,6.2,339,1020.7,0.0
2024-01-08T02:00,6.3,100,8.0,355,1021.8,0.0
2024-01-08T03:00,8.3,99,4.5,14,1022.4,0.0
2024-01-08T04:00,10.6,99,4.1,38,1022.7,0.0
2024-01-08T05:00,13.6,85,3.3,49,1022.7,0.0
2024-01-08T06:00,15.8,73,3.3,96,1021.6,0.0
2024-01-08T07:00,17.1,64,3.6,127,1020.3,0.0
2024-01-08T08:00,18.0,61,3.3,131,1019.2,0.0
2024-01-08T09:00,18.4,60,3.1,144,1018.5,0.0
2024-01-08T10:00,18.5,61,2.6,146,1017.9,0.0
2024-01-08T11:00,18.0,63,1.8,143,1017.8,0.0
2024-01-08T12:00,17.0,67,3.1,135,1017.7,0.0
2024-01-08T13:00,11.3,90,8.4,335,1019.3,0.0
2024-01-08T14:00,10.3,94,8.7,322,1019.4,0.0
2024-01-08T15:00,9.4,95,8.7,315,1019.8,0.0
2024-01-08T16:00,8.5,96,9.4,320,1020.0,0.0
2024-01-08T17:00,8.1,97,8.2,322,1019.9,0.0
2024-01-08T18:00,7.9,98,6.3,336,1019.5,0.0
2024-01-08T19:00,7.6,99,6.5,341,1019.2,0.0
2024-01-08T20:00,7.2,99,6.1,332,1019.2,0.0
2024-01-08T21:00,7.1,99,6.6,338,1019.2,0.0
2024-01-08T22:00,7.2,97,8.3,342,1019.1,0.0
2024-01-08T23:00,6.7,97,6.2,339,1019.0,0.0
2024-01-09T00:00,6.0,98,7.0,339,1019.2,0.0
2024-01-09T01:00,7.3,98,6.2,350,1020.9,0.0
2024-01-09T02:00,6.5,99,7.2,3,1021.6,0.0
2024-01-09T03:00,8.7,93,6.3,329,1022.0,0.0
2024-01-09T04:00,11.1,85,4.8,297,1022.5,0.0
2024-01-09T05:00,13.9,75,4.9,287,1022.3,0.0
2024-01-09T06:00,15.9,70,10.0,291,1021.1,0.0
2024-01-09T07:00,17.2,67,12.3,291,1019.9,0.0
2024-01-09T08:00,18.0,65,13.4,290,1018.7,0.0
2024-01-09T09:00,18.4,62,12.8,292,1018.1,0.0
2024-01-09T10:00,18.4,62,12.0,291,1017.6,0.0
2024-01-09T11:00,17.8,65,11.9,295,1017.6,0.0
2024-01-09T12:00,15.5,77,9.0,299,1017.9,0.0
2024-01-09T13:00,10.8,88,10.6,332,1020.0,0.0
2024-01-09T14:00,9.6,92,9.4,328,1020.6,0.0
2024-01-09T15:00,8.8,93,10.6,325,1021.2,0.0
2024-01-09T16:00,8.0,94,10.2,321,1021.6,0.0
2024-01-09T17:00,7.3,95,10.9,314,1021.7,0.0
2024-01-09T18:00,6.7,95,11.2,291,1021.0,0.0
2024-01-09T19:00,6.1,96,12.6,294,1020.7,0.0
2024-01-09T20:00,5.7,96,13.2,299,1020.4,0.0
2024-01-09T21:00,5.2,95,13.0,304,1020.2,0.0
2024-01-09T22:00,4.8,96,11.9,299,1020.1,0.0
2024-01-09T23:00,4.5,96,12.0,291,1019.7,0.0
2024-01-10T00:00,4.5,96,13.5,286,1019.5,0.0
2024-01-10T01:00,5.2,96,13.7,300,1020.9,0.0
2024-01-10T02:00,5.2,96,14.2,294,1021.1,0.0
2024-01-10T03:00,6.4,90,14.7,295,1021.4,0.0
2024-01-10T04:00,8.4,83,13.8,298,1021.8,0.0
2024-01-10T05:00,10.5,76,13.5,299,1021.5,0.0
2024-01-10T06:00,12.5,71,13.7,293,1020.2,0.0
2024-01-10T07:00,14.1,67,14.9,290,1018.5,0.0
2024-01-10T08:00,15.4,64,15.4,286,1017.0,0.0
2024-01-10T09:00,16.1,62,15.4,286,1016.1,0.0
2024-01-10T10:00,16.3,62,14.8,283,1015.4,0.0
2024-01-10T11:00,15.6,65,14.2,279,1015.4,0.0
2024-01-10T12:00,13.6,75,11.5,274,1015.7,0.0
2024-01-10T13:00,10.3,88,10.4,284,1017.1,0.0
2024-01-10T14:00,9.7,90,11.8,290,1017.8,0.0
2024-01-10T15:00,9.1,92,11.8,297,1018.5,0.0
2024-01-10T16:00,8.5,92,11.0,302,1018.9,0.0
2024-01-10T17:00,7.8,93,8.7,300,1018.9,0.0
2024-01-10T18:00,7.0,94,7.5,287,1018.8,0.0
2024-01-10T19:00,6.5,96,8.7,277,1018.5,0.0
2024-01-10T20:00,6.3,96,9.7,272,1018.4,0.0
2024-01-10T21:00,6.0,96,10.8,272,1018.6,0.0
2024-01-10T22:00,5.8,96,11.2,274,1018.6,0.0
2024-01-10T23:00,5.5,97,11.6,277,1018.7,0.0
2024-01-11T00:00,5.3,97,10.2,278,1019.0,0.0
2024-01-11T01:00,6.2,100,10.5,292,1020.8,0.0
2024-01-11T02:00,6.4,99,11.1,299,1021.0,0.0
2024-01-11T03:00,6.7,99,11.8,308,1022.0,0.0
2024-01-11T04:00,7.4,98,11.7,313,1023.1,0.0
2024-01-11T05:00,9.2,87,10.2,312,1023.3,0.0
2024-01-11T06:00,11.3,79,9.9,314,1022.2,0.0
2024-01-11T07:00,13.3,73,10.0,311,1020.8,0.0
2024-01-11T08:00,14.6,70,10.5,308,1019.6,0.0
2024-01-11T09:00,15.4,69,10.9,304,1018.5,0.0
2024-01-11T10:00,15.6,68,11.8,301,1018.0,0.0
2024-01-11T11:00,15.0,71,11.9,299,1017.9,0.0
2024-01-11T12:00,12.7,83,7.6,295,1017.8,0.0
2024-01-11T13:00,10.8,87,9.2,301,1018.4,0.0
2024-01-11T14:00,9.7,91,8.4,310,1018.7,0.0
2024-01-11T15:00,8.8,93,7.7,319,1018.9,0.0
2024-01-11T16:00,8.0,94,7.4,317,1019.0,0.0
2024-01-11T17:00,7.6,95,7.4,309,1018.9,0.0
2024-01-11T18:00,7.2,96,8.0,297,1018.6,0.0
2024-01-11T19:00,7.2,95,10.5,286,1018.9,0.0
2024-01-11T20:00,6.8,96,8.8,282,1018.7,0.0
2024-01-11T21:00,6.4,97,8.4,280,1018.2,0.0
2024-01-11T22:00,6.2,97,9.4,274,1017.8,0.0
2024-01-11T23:00,6.0,97,9.4,272,1017.4,0.0
2024-01-12T00:00,5.9,97,10.1,270,1017.3,0.0
2024-01-12T01:00,5.9,100,10.4,270,1018.6,0.0
2024-01-12T02:00,5.6,100,9.4,274,1019.1,0.0
2024-01-12T03:00,6.6,99,10.4,284,1020.1,0.0
2024-01-12T04:00,7.8,98,11.5,284,1021.1,0.0
2024-01-12T05:00,10.4,87,10.2,278,1021.0,0.0
2024-01-12T06:00,12.9,79,10.4,284,1020.2,0.0
2024-01-12T07:00,15.0,69,9.0,286,1018.8,0.0
2024-01-12T08:00,16.5,63,8.8,289,1017.6,0.0
2024-01-12T09:00,17.4,60,9.7,292,1017.1,0.0
2024-01-12T10:00,17.6,58,10.2,288,1016.7,0.0
2024-01-12T11:00,17.1,62,9.4,288,1016.8,0.0
2024-01-12T12:00,13.6,79,7.5,287,1017.1,0.0
2024-01-12T13:00,11.2,87,7.1,315,1017.9,0.0
2024-01-12T14:00,10.1,90,7.0,325,1018.2,0.0
2024-01-12T15:00,9.1,92,7.4,346,1018.4,0.0
2024-01-12T16:00,7.9,94,9.8,354,1018.6,0.0
2024-01-12T17:00,7.5,95,9.4,360,1018.0,0.0
2024-01-12T18:00,8.5,95,5.6,315,1017.8,0.0
2024-01-12T19:00,6.7,99,4.7,274,1017.4,0.0
2024-01-12T20:00,5.4,100,5.8,263,1016.7,0.0
2024-01-12T21:00,5.2,100,5.8,263,1016.7,0.0
2024-01-12T22:00,5.8,99,5.1,274,1016.5,0.0
2024-01-12T23:00,5.7,100,4.6,288,1016.7,0.0
2024-01-13T00:00,5.9,99,5.6,315,1017.2,0.0
2024-01-13T01:00,5.6,100,4.6,309,1017.4,0.0
2024-01-13T02:00,5.8,98,4.3,318,1018.3,0.0
2024-01-13T03:00,6.4,96,3.3,311,1019.6,0.0
2024-01-13T04:00,7.5,95,2.5,262,1020.4,0.0
2024-01-13T05:00,9.3,95,4.0,243,1021.0,0.0
2024-01-13T06:00,12.3,81,2.5,262,1019.8,0.0
2024-01-13T07:00,14.9,65,2.9,263,1018.4,0.0
2024-01-13T08:00,16.7,55,3.3,283,1017.1,0.0
2024-01-13T09:00,17.7,49,3.5,294,1016.3,0.0
2024-01-13T10:00,18.0,48,3.1,315,1015.8,0.0
2024-01-13T11:00,17.3,59,1.8,349,1015.8,0.0
2024-01-13T12:00,14.2,71,6.2,10,1015.9,0.0
2024-01-13T13:00,11.1,85,8.4,7,1016.8,0.0
2024-01-13T14:00,9.8,87,9.4,4,1017.2,0.0
2024-01-13T15:00,8.2,90,10.8,358,1017.5,0.0
2024-01-13T16:00,7.6,91,9.0,358,1017.9,0.0
2024-01-13T17:00,7.9,91,6.0,343,1017.8,0.0
2024-01-13T18:00,8.2,93,4.3,318,1017.4,0.0
2024-01-13T19:00,6.2,99,5.8,330,1017.3,0.0
2024-01-13T20:00,4.8,100,7.3,327,1017.2,0.0
2024-01-13T21:00,4.2,100,6.5,304,1016.9,0.0
2024-01-13T22:00,4.6,100,7.2,297,1016.4,0.0
2024-01-13T23:00,5.1,100,5.8,292,1016.0,0.0
2024-01-14T00:00,4.2,99,6.4,297,1016.3,0.0
2024-01-14T01:00,4.6,99,7.4,313,1017.8,0.0
2024-01-14T02:00,4.6,97,6.6,319,1018.4,0.0
2024-01-14T03:00,4.2,97,5.9,322,1019.1,0.0
2024-01-14T04:00,6.0,97,7.7,319,1020.3,0.0
2024-01-14T05:00,8.4,94,6.9,313,1020.8,0.0
2024-01-14T06:00,11.9,80,6.6,311,1020.1,0.0
2024-01-14T07:00,14.8,68,7.1,319,1018.5,0.0
2024-01-14T08:00,16.6,59,7.1,319,1017.2,0.0
2024-01-14T09:00,17.7,54,7.1,315,1016.4,0.0
2024-01-14T10:00,18.0,51,7.9,313,1015.8,0.0
2024-01-14T11:00,17.2,56,7.9,309,1015.8,0.0
2024-01-14T12:00,13.3,76,7.7,298,1016.0,0.0
2024-01-14T13:00,10.8,87,7.7,298,1017.5,0.0
2024-01-14T14:00,9.5,91,8.1,302,1018.0,0.0
2024-01-14T15:00,8.5,93,8.7,318,1018.5,0.0
2024-01-14T16:00,8.2,93,7.7,332,1019.0,0.0
2024-01-14T17:00,7.9,93,8.0,333,1018.9,0.0
2024-01-14T18:00,7.4,94,7.9,330,1018.3,0.0
2024-01-14T19:00,6.9,96,7.5,325,1018.0,0.0
2024-01-14T20:00,6.0,98,6.6,319,1017.5,0.0
2024-01-14T21:00,5.1,99,7.1,311,1017.2,0.0
2024-01-14T22:00,4.9,100,6.5,304,1016.9,0.0
2024-01-14T23:00,5.0,100,7.2,297,1016.5,0.0
2024-01-15T00:00,5.1,100,8.4,290,1016.7,0.0
2024-01-15T01:00,5.4,100,9.1,304,1018.5,0.0
2024-01-15T02:00,5.5,99,7.9,294,1018.8,0.0
2024-01-15T03:00,5.8,99,8.2,285,1019.2,0.0
2024-01-15T04:00,6.7,97,8.7,287,1020.1,0.0
2024-01-15T05:00,8.4,88,8.4,301,1020.3,0.0
2024-01-15T06:00,11.0,80,6.8,302,1019.3,0.0
2024-01-15T07:00,13.1,71,6.8,302,1018.0,0.0
2024-01-15T08:00,14.7,64,7.3,303,1016.8,0.0
2024-01-15T09:00,15.8,58,7.7,298,1016.0,0.0
2024-01-15T10:00,16.1,56,8.4,295,1015.5,0.0
2024-01-15T11:00,15.5,59,7.0,291,1015.4,0.0
2024-01-15T12:00,12.1,78,8.3,288,1015.4,0.0
2024-01-15T13:00,10.8,78,6.1,332,1016.5,0.0
2024-01-15T14:00,8.2,89,8.7,353,1017.1,0.0
2024-01-15T15:00,7.3,92,9.0,5,1017.4,0.0
2024-01-15T16:00,6.5,93,9.4,360,1017.6,0.0
2024-01-15T17:00,6.1,93,7.9,360,1017.4,0.0
2024-01-15T18:00,5.1,97,7.9,3,1016.6,0.0
2024-01-15T19:00,4.2,99,8.4,10,1016.0,0.0
2024-01-15T20:00,4.0,100,8.2,15,1015.4,0.0
2024-01-15T21:00,4.4,100,6.1,360,1015.1,0.0
2024-01-15T22:00,3.6,100,4.1,322,1014.7,0.0
2024-01-15T23:00,3.1,100,2.3,288,1014.5,0.0
2024-01-16T00:00,3.6,100,3.4,288,1014.7,0.0
2024-01-16T01:00,3.5,99,3.1,291,1015.6,0.0
2024-01-16T02:00,4.0,97,3.2,297,1016.3,0.0
2024-01-16T03:00,4.5,91,3.8,343,1017.0,0.0
2024-01-16T04:00,5.4,95,2.5,352,1017.9,0.0
2024-01-16T05:00,7.5,94,1.3,34,1018.2,0.0
2024-01-16T06:00,10.3,88,1.4,90,1017.3,0.0
2024-01-16T07:00,13.8,70,1.8,90,1015.7,0.0
2024-01-16T08:00,15.8,61,1.8,90,1014.2,0.0
2024-01-16T09:00,16.9,56,2.2,81,1013.2,0.0
2024-01-16T10:00,17.1,53,3.3,84,1012.8,0.0
2024-01-16T11:00,16.7,54,3.2,90,1012.8,0.0
2024-01-16T12:00,14.5,64,5.4,86,1012.9,0.0
2024-01-16T13:00,9.7,85,10.1,96,1014.2,0.0
2024-01-16T14:00,8.8,86,10.0,103,1014.5,0.0
2024-01-16T15:00,7.9,87,9.7,88,1015.0,0.0
2024-01-16T16:00,6.9,91,10.3,78,1015.6,0.0
2024-01-16T17:00,6.0,93,10.9,96,1015.6,0.0
2024-01-16T18:00,5.3,94,10.0,120,1015.4,0.0
2024-01-16T19:00,4.8,95,10.0,128,1015.0,0.0
2024-01-16T20:00,4.4,96,10.2,129,1014.5,0.0
2024-01-16T21:00,4.0,97,10.0,128,1014.1,0.0
2024-01-16T22:00,3.6,98,9.9,136,1013.8,0.0
2024-01-16T23:00,3.4,98,9.3,152,1013.7,0.0
2024-01-17T00:00,3.5,98,8.6,158,1013.9,0.0
2024-01-17T01:00,5.4,96,5.1,135,1015.5,0.0
2024-01-17T02:00,4.2,98,6.3,149,1015.7,0.0
2024-01-17T03:00,6.3,96,7.1,156,1016.3,0.0
2024-01-17T04:00,10.0,86,5.6,135,1016.8,0.0
2024-01-17T05:00,12.8,76,6.9,133,1016.7,0.0
2024-01-17T06:00,14.9,68,7.6,135,1016.1,0.0
2024-01-17T07:00,16.3,62,8.1,135,1015.0,0.0
2024-01-17T08:00,17.1,59,8.1,135,1014.2,0.0
2024-01-17T09:00,17.6,57,7.4,129,1013.4,0.0
2024-01-17T10:00,17.7,57,7.0,125,1013.3,0.0
2024-01-17T11:00,17.0,61,6.3,114,1013.7,0.0
2024-01-17T12:00,13.3,81,8.9,117,1013.9,0.0
2024-01-17T13:00,10.4,87,10.0,120,1015.0,0.0
2024-01-17T14:00,9.5,90,10.2,129,1015.9,0.0
2024-01-17T15:00,8.4,93,10.2,129,1016.6,0.0
2024-01-17T16:00,7.6,95,10.1,125,1017.2,0.0
2024-01-17T17:00,7.5,95,9.4,137,1017.5,0.0
2024-01-17T18:00,6.9,97,8.7,150,1017.3,0.0
2024-01-17T19:00,6.1,99,9.5,151,1017.1,0.0
2024-01-17T20:00,5.8,100,8.8,161,1016.6,0.0
2024-01-17T21:00,5.4,100,9.8,174,1016.6,0.0
2024-01-17T22:00,5.7,100,8.3,182,1016.3,0.0
2024-01-17T23:00,6.3,99,4.1,195,1016.3,0.0
2024-01-18T00:00,5.8,99,3.4,198,1016.7,0.0
2024-01-18T01:00,5.2,100,1.1,342,1017.5,0.0
2024-01-18T02:00,5.2,100,1.9,338,1018.2,0.0
2024-01-18T03:00,5.9,96,2.4,333,1018.9,0.0
2024-01-18T04:00,7.4,96,2.2,351,1019.6,0.0
2024-01-18T05:00,9.2,95,0.5,315,1019.5,0.0
2024-01-18T06:00,12.2,86,0.4,270,1018.9,0.0
2024-01-18T07:00,14.6,79,0.7,270,1017.6,0.0
2024-01-18T08:00,17.1,66,3.3,131,1016.3,0.0
2024-01-18T09:00,17.7,64,3.1,135,1015.6,0.0
2024-01-18T10:00,17.7,63,2.2,171,1015.2,0.0
2024-01-18T11:00,17.3,65,2.6,214,1015.1,0.0
2024-01-18T12:00,14.2,82,6.6,225,1015.3,0.0
2024-01-18T13:00,13.8,75,4.6,219,1017.0,0.0
2024-01-18T14:00,13.0,79,4.0,243,1017.5,0.0
2024-01-18T15:00,12.1,83,3.9,292,1018.2,0.0
2024-01-18T16:00,10.9,88,5.1,315,1018.7,0.0
2024-01-18T17:00,10.4,91,4.1,285,1018.8,0.0
2024-01-18T18:00,9.8,94,4.7,302,1018.5,0.0
2024-01-18T19:00,9.2,97,4.9,324,1018.1,0.0
2024-01-18T20:00,8.6,99,3.6,315,1017.9,0.0
2024-01-18T21:00,6.8,100,4.5,284,1017.8,0.0
2024-01-18T22:00,5.8,100,4.7,274,1017.4,0.0
2024-01-18T23:00,6.5,100,5.0,270,1017.4,0.0
2024-01-19T00:00,6.5,99,5.1,266,1017.6,0.0
2024-01-19T01:00,6.1,100,3.4,252,1018.8,0.0
2024-01-19T02:00,6.5,95,4.4,235,1019.4,0.0
