system:index,AOD,date,image_count,.geo
307,2229.1414516382865,2021-11-04,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
308,2938.7456524650747,2021-11-05,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
309,1795.8391051511085,2021-11-06,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
310,1409.2280156745712,2021-11-07,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
311,1533.3924514354214,2021-11-08,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
312,1580.2596154243677,2021-11-09,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
313,1460.964484351913,2021-11-10,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
314,2781.8872936243883,2021-11-11,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
315,1750.4299242651332,2021-11-12,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
316,971.4659847212481,2021-11-13,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
317,1127.6317279481882,2021-11-14,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
318,1346.4133857632708,2021-11-15,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
319,1019.6347159344584,2021-11-16,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
320,882.871523288711,2021-11-17,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
321,1042.2055084487256,2021-11-18,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
322,1230.344364960671,2021-11-19,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
323,953.3993299088414,2021-11-20,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
324,513.9752140650054,2021-11-21,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
325,414.97976301274844,2021-11-22,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
326,778.3544107559211,2021-11-23,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
327,772.4135148540879,2021-11-24,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
328,1116.986809225365,2021-11-25,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
329,989.1728236177657,2021-11-26,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
330,1229.753682775657,2021-11-27,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
331,1523.0126234773272,2021-11-28,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
332,661.5604060662766,2021-11-29,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
333,777.6535906148853,2021-11-30,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
334,,2021-12-01,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
335,,2021-12-02,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
336,566.6926757453074,2021-12-03,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
337,537.3592078882261,2021-12-04,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
338,864.7668944982386,2021-12-05,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
339,1177.4597343212772,2021-12-06,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
340,395.79594561825377,2021-12-07,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
341,460.1291842764238,2021-12-08,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
342,1263.8177503578108,2021-12-09,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
343,778.0531861084808,2021-12-10,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
344,574.689472344814,2021-12-11,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
345,722.765969535582,2021-12-12,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
346,1200.9599754736507,2021-12-13,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
347,1921.812861283127,2021-12-14,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
348,1031.1393672548038,2021-12-15,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
349,2206.312165691269,2021-12-16,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
350,471.1822146427008,2021-12-17,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
351,1048.6244754205911,2021-12-18,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
352,630.2585890395004,2021-12-19,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
353,586.9968353804968,2021-12-20,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
354,889.0984915369678,2021-12-21,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
355,793.8560037141091,2021-12-22,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
356,1310.5172946279288,2021-12-23,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
357,1169.7441401062417,2021-12-24,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
358,1575.485142118851,2021-12-25,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
359,,2021-12-26,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
360,858.29480562231,2021-12-27,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
361,805.107479079498,2021-12-28,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
362,763.4928077604732,2021-12-29,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
363,584.1216345476673,2021-12-30,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
364,608.1932947975225,2021-12-31,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
365,1342.1445594763409,2022-01-01,189,"{""type"":""MultiPoint"",""coordinates"":[]}"
366,1020.8061288516506,2022-01-02,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
367,531.9904302580263,2022-01-03,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
368,374.75896795805966,2022-01-04,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
369,,2022-01-05,200,"{""type"":""MultiPoint"",""coordinates"":[]}"
370,1135.1569627577323,2022-01-06,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
371,220.4775495395885,2022-01-07,200,"{""type"":""MultiPoint"",""coordinates"":[]}"
372,,2022-01-08,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
373,371.6010778930242,2022-01-09,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
374,512.5661601150396,2022-01-10,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
375,533.9975665819943,2022-01-11,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
376,980.7058340552337,2022-01-12,200,"{""type"":""MultiPoint"",""coordinates"":[]}"
377,1766.112809436561,2022-01-13,115,"{""type"":""MultiPoint"",""coordinates"":[]}"
378,6.666666666666667,2022-01-14,116,"{""type"":""MultiPoint"",""coordinates"":[]}"
379,0.0,2022-01-15,132,"{""type"":""MultiPoint"",""coordinates"":[]}"
380,958.6810816267413,2022-01-16,166,"{""type"":""MultiPoint"",""coordinates"":[]}"
381,490.3333333333333,2022-01-17,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
382,1264.7876443020687,2022-01-18,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
383,1185.5790158809195,2022-01-19,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
384,936.4213941040509,2022-01-20,131,"{""type"":""MultiPoint"",""coordinates"":[]}"
385,243.2995063147571,2022-01-21,132,"{""type"":""MultiPoint"",""coordinates"":[]}"
386,359.0,2022-01-22,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
387,5.334728033472803,2022-01-23,200,"{""type"":""MultiPoint"",""coordinates"":[]}"
388,53.142857142857146,2022-01-24,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
389,,2022-01-25,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
390,838.5451749095294,2022-01-26,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
391,647.7314155084588,2022-01-27,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
392,267.41253375634784,2022-01-28,200,"{""type"":""MultiPoint"",""coordinates"":[]}"
393,350.393824212048,2022-01-29,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
394,364.6442397552825,2022-01-30,200,"{""type"":""MultiPoint"",""coordinates"":[]}"
395,1331.447400085799,2022-01-31,200,"{""type"":""MultiPoint"",""coordinates"":[]}"
396,900.4952145859919,2022-02-01,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
397,758.7589553302038,2022-02-02,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
398,1689.8229069036902,2022-02-03,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
399,173.84765981334644,2022-02-04,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
400,397.24357598266846,2022-02-05,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
401,468.31641085547705,2022-02-06,200,"{""type"":""MultiPoint"",""coordinates"":[]}"
402,744.266025782192,2022-02-07,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
403,938.8078995218444,2022-02-08,200,"{""type"":""MultiPoint"",""coordinates"":[]}"
404,474.4870544194972,2022-02-09,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
405,616.2388150105437,2022-02-10,196,"{""type"":""MultiPoint"",""coordinates"":[]}"
406,291.21936524513796,2022-02-11,192,"{""type"":""MultiPoint"",""coordinates"":[]}"
407,243.46890978150154,2022-02-12,190,"{""type"":""MultiPoint"",""coordinates"":[]}"
408,457.1663284765048,2022-02-13,194,"{""type"":""MultiPoint"",""coordinates"":[]}"
409,432.7225669885792,2022-02-14,186,"{""type"":""MultiPoint"",""coordinates"":[]}"
410,522.9271468274636,2022-02-15,196,"{""type"":""MultiPoint"",""coordinates"":[]}"
411,590.250214316419,2022-02-16,182,"{""type"":""MultiPoint"",""coordinates"":[]}"
412,447.34966203556365,2022-02-17,192,"{""type"":""MultiPoint"",""coordinates"":[]}"
413,435.9741690910089,2022-02-18,184,"{""type"":""MultiPoint"",""coordinates"":[]}"
414,434.01423426698744,2022-02-19,186,"{""type"":""MultiPoint"",""coordinates"":[]}"
415,527.8825441051248,2022-02-20,186,"{""type"":""MultiPoint"",""coordinates"":[]}"
416,316.43297097120455,2022-02-21,182,"{""type"":""MultiPoint"",""coordinates"":[]}"
417,410.9740766114962,2022-02-22,186,"{""type"":""MultiPoint"",""coordinates"":[]}"
418,1018.1284204822541,2022-02-23,182,"{""type"":""MultiPoint"",""coordinates"":[]}"
419,1284.1617778506704,2022-02-24,186,"{""type"":""MultiPoint"",""coordinates"":[]}"
420,983.1834477608173,2022-02-25,180,"{""type"":""MultiPoint"",""coordinates"":[]}"
421,714.4573653165928,2022-02-26,182,"{""type"":""MultiPoint"",""coordinates"":[]}"
422,416.3788421884271,2022-02-27,178,"{""type"":""MultiPoint"",""coordinates"":[]}"
423,238.7542182100915,2022-02-28,176,"{""type"":""MultiPoint"",""coordinates"":[]}"
424,506.2694124753747,2022-03-01,182,"{""type"":""MultiPoint"",""coordinates"":[]}"
425,530.0195971535327,2022-03-02,172,"{""type"":""MultiPoint"",""coordinates"":[]}"
426,701.1875553739309,2022-03-03,182,"{""type"":""MultiPoint"",""coordinates"":[]}"
427,880.4201567959731,2022-03-04,168,"{""type"":""MultiPoint"",""coordinates"":[]}"
428,360.9693937290658,2022-03-05,176,"{""type"":""MultiPoint"",""coordinates"":[]}"
429,507.2896627605553,2022-03-06,162,"{""type"":""MultiPoint"",""coordinates"":[]}"
430,590.2204527893858,2022-03-07,154,"{""type"":""MultiPoint"",""coordinates"":[]}"
431,461.81334020324624,2022-03-08,144,"{""type"":""MultiPoint"",""coordinates"":[]}"
432,469.4209617325169,2022-03-09,142,"{""type"":""MultiPoint"",""coordinates"":[]}"
433,464.945440810717,2022-03-10,138,"{""type"":""MultiPoint"",""coordinates"":[]}"
434,377.06599275670607,2022-03-11,128,"{""type"":""MultiPoint"",""coordinates"":[]}"
435,318.8470794545292,2022-03-12,128,"{""type"":""MultiPoint"",""coordinates"":[]}"
436,550.0049693570666,2022-03-13,110,"{""type"":""MultiPoint"",""coordinates"":[]}"
437,666.4846888519132,2022-03-14,112,"{""type"":""MultiPoint"",""coordinates"":[]}"
438,671.8637918986559,2022-03-15,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
439,431.4906520848555,2022-03-16,94,"{""type"":""MultiPoint"",""coordinates"":[]}"
440,826.2857636602794,2022-03-17,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
441,1131.2480608751396,2022-03-18,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
442,732.1228073142553,2022-03-19,76,"{""type"":""MultiPoint"",""coordinates"":[]}"
443,595.9992892550653,2022-03-20,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
444,887.997982823486,2022-03-21,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
445,408.0111758845941,2022-03-22,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
446,684.4951952376813,2022-03-23,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
447,522.6382047298941,2022-03-24,88,"{""type"":""MultiPoint"",""coordinates"":[]}"
448,543.6533426636038,2022-03-25,94,"{""type"":""MultiPoint"",""coordinates"":[]}"
449,372.23211358779093,2022-03-26,96,"{""type"":""MultiPoint"",""coordinates"":[]}"
450,393.12230550640527,2022-03-27,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
451,485.1930036770679,2022-03-28,106,"{""type"":""MultiPoint"",""coordinates"":[]}"
452,412.5866819141021,2022-03-29,116,"{""type"":""MultiPoint"",""coordinates"":[]}"
453,527.12858385806,2022-03-30,114,"{""type"":""MultiPoint"",""coordinates"":[]}"
454,694.7268423043508,2022-03-31,106,"{""type"":""MultiPoint"",""coordinates"":[]}"
455,292.41514676812625,2022-04-01,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
456,492.92716268184006,2022-04-02,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
457,389.3098749680275,2022-04-03,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
458,518.8372425385627,2022-04-04,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
459,276.77219640653743,2022-04-05,80,"{""type"":""MultiPoint"",""coordinates"":[]}"
460,494.0902843726929,2022-04-06,84,"{""type"":""MultiPoint"",""coordinates"":[]}"
461,443.64104076919955,2022-04-07,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
462,554.3019569349188,2022-04-08,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
463,590.7388350717688,2022-04-09,84,"{""type"":""MultiPoint"",""coordinates"":[]}"
464,645.5257792924244,2022-04-10,94,"{""type"":""MultiPoint"",""coordinates"":[]}"
465,648.8083342793576,2022-04-11,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
466,,2022-04-12,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
467,578.4241632460114,2022-04-13,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
468,715.9241999122235,2022-04-14,106,"{""type"":""MultiPoint"",""coordinates"":[]}"
469,621.6767108396824,2022-04-15,106,"{""type"":""MultiPoint"",""coordinates"":[]}"
470,593.1355877950641,2022-04-16,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
471,656.3558553313161,2022-04-17,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
472,700.7794842484057,2022-04-18,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
473,844.073992146578,2022-04-19,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
474,625.3190133005915,2022-04-20,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
475,,2022-04-21,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
476,612.2919347568512,2022-04-22,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
477,457.5359908547599,2022-04-23,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
478,614.3201135446774,2022-04-24,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
479,707.1023497777901,2022-04-25,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
480,891.2305211340539,2022-04-26,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
481,500.49694203042174,2022-04-27,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
482,810.3571363911315,2022-04-28,132,"{""type"":""MultiPoint"",""coordinates"":[]}"
483,826.8498163602387,2022-04-29,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
484,680.6952438909453,2022-04-30,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
485,735.6204583141753,2022-05-01,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
486,790.1722388359274,2022-05-02,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
487,1826.5533617268225,2022-05-03,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
488,1500.5192856216008,2022-05-04,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
489,1372.6796495376116,2022-05-05,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
490,1835.1531570370446,2022-05-06,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
491,679.2612193184841,2022-05-07,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
492,1072.731043510879,2022-05-08,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
493,1082.06092329587,2022-05-09,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
494,1335.4747650536883,2022-05-10,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
495,1267.5253614288577,2022-05-11,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
496,1029.9063078701265,2022-05-12,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
497,821.4874684381605,2022-05-13,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
498,570.3265531484907,2022-05-14,132,"{""type"":""MultiPoint"",""coordinates"":[]}"
499,650.8606546385573,2022-05-15,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
500,1347.0845351056223,2022-05-16,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
501,1186.0969791655991,2022-05-17,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
502,1245.0590640840273,2022-05-18,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
503,1028.6326657005357,2022-05-19,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
504,1235.586137468415,2022-05-20,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
505,1131.3436901269563,2022-05-21,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
506,767.2642511326007,2022-05-22,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
507,1490.0088441955318,2022-05-23,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
508,945.6565482691436,2022-05-24,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
509,896.6971918588863,2022-05-25,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
510,1221.5586535368882,2022-05-26,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
511,1341.5466427910042,2022-05-27,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
512,1459.459258918687,2022-05-28,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
513,1065.1413889014927,2022-05-29,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
514,1177.591763988762,2022-05-30,132,"{""type"":""MultiPoint"",""coordinates"":[]}"
515,1396.01838661148,2022-05-31,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
516,965.0501556201361,2022-06-01,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
517,836.0974583400466,2022-06-02,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
518,675.1358881239858,2022-06-03,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
519,669.5093769000244,2022-06-04,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
520,598.1981298185954,2022-06-05,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
521,612.7055039320879,2022-06-06,132,"{""type"":""MultiPoint"",""coordinates"":[]}"
522,1129.2843026063101,2022-06-07,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
523,1375.2735107825056,2022-06-08,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
524,893.577983344392,2022-06-09,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
525,1423.5600931456513,2022-06-10,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
526,749.0414356099664,2022-06-11,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
527,983.4518391006035,2022-06-12,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
528,1156.1127300298822,2022-06-13,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
529,790.541262753546,2022-06-14,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
530,647.2843665624076,2022-06-15,132,"{""type"":""MultiPoint"",""coordinates"":[]}"
531,590.331239841288,2022-06-16,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
532,1103.3834904198957,2022-06-17,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
533,,2022-06-18,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
534,,2022-06-19,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
535,,2022-06-20,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
536,317.18866575577533,2022-06-21,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
537,1428.5073918898236,2022-06-22,132,"{""type"":""MultiPoint"",""coordinates"":[]}"
538,646.9623985159247,2022-06-23,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
539,668.5990498905602,2022-06-24,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
540,500.53130785001116,2022-06-25,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
541,1328.8440591948427,2022-06-26,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
542,1731.1248183874516,2022-06-27,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
543,,2022-06-28,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
544,0.0,2022-06-29,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
545,,2022-06-30,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
546,0.0,2022-07-01,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
547,849.75,2022-07-02,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
548,423.11464968152865,2022-07-03,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
549,944.8148148148148,2022-07-04,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
550,1948.8236302426524,2022-07-05,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
551,1577.8483634346298,2022-07-06,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
552,516.2734483867509,2022-07-07,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
553,628.5297890475177,2022-07-08,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
554,,2022-07-09,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
555,270.5,2022-07-10,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
556,1238.6857142857143,2022-07-11,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
557,,2022-07-12,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
558,623.6798753623187,2022-07-13,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
559,560.790405976676,2022-07-14,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
560,443.4368217043709,2022-07-15,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
561,490.0843339942524,2022-07-16,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
562,1041.447221375798,2022-07-17,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
563,,2022-07-18,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
564,1189.5006362074619,2022-07-19,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
565,,2022-07-20,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
566,,2022-07-21,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
567,,2022-07-22,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
568,,2022-07-23,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
569,,2022-07-24,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
570,567.8717948717949,2022-07-25,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
571,363.9845944721341,2022-07-26,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
572,,2022-07-27,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
573,525.7941176470588,2022-07-28,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
574,,2022-07-29,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
575,,2022-07-30,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
576,626.9866220735786,2022-07-31,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
577,876.0,2022-08-01,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
578,768.3385552654481,2022-08-02,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
579,1572.49690500826,2022-08-03,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
580,0.0,2022-08-04,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
581,1924.7627118644068,2022-08-05,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
582,,2022-08-06,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
583,,2022-08-07,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
584,450.99747396046934,2022-08-08,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
585,449.82635019731663,2022-08-09,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
586,347.5371149743311,2022-08-10,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
587,,2022-08-11,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
588,258.7857089640285,2022-08-12,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
589,552.5808736244351,2022-08-13,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
590,,2022-08-14,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
591,,2022-08-15,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
592,459.7913486005089,2022-08-16,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
593,470.1639053254438,2022-08-17,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
594,412.54956771207543,2022-08-18,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
595,459.1650996888665,2022-08-19,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
596,,2022-08-20,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
597,581.782317540212,2022-08-21,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
598,550.3611111111111,2022-08-22,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
599,523.2306984986792,2022-08-23,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
600,555.2603840421625,2022-08-24,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
601,440.8013446384655,2022-08-25,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
602,,2022-08-26,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
603,490.96945068142173,2022-08-27,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
604,517.1841612504766,2022-08-28,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
605,858.8806581094159,2022-08-29,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
606,710.0,2022-08-30,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
607,678.0716555887674,2022-08-31,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
608,757.1709468995609,2022-09-01,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
609,862.5507720900868,2022-09-02,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
610,323.89652828305697,2022-09-03,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
611,306.15027732350165,2022-09-04,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
612,321.4693917618327,2022-09-05,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
613,471.1374130785436,2022-09-06,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
614,470.7276131785083,2022-09-07,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
